#/gcsv export of scid.eco
ECO,Opening,Moves
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 Ba5 9.cxd5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Ba5 9.cxd5 *
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 cxd4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 cxd4 *
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 cxd4 9.exd4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 cxd4 9.exd4 *
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 dxc4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 *
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 dxc4 9.Bxc4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 *
E56,"Nimzo-Indian:/gMain Line, 7...Nc6 8.a3 dxc4 9.Bxc4 Ba5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 Ba5 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Be3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Be3 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Bf4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Bf4 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Bg5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Bg5 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Qd3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Qd3 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Re1",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Re1 *
E57,"Nimzo-Indian:/gMain Line, 8...dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Re1 a6",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 dxc4 9.Bxc4 cxd4 10.exd4 Be7 11.Re1 a6 *
E58,"Nimzo-Indian:/gMain Line, 8...Bxc3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 *
E58,"Nimzo-Indian:/gMain Line, 8...Bxc3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 b6",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 b6 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.h3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.h3 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.Bb2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.Bb2 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.Qc2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.Qc2 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.cxd5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.cxd5 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.cxd5 exd5 11.a4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.cxd5 exd5 11.a4 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.cxd5 exd5 11.a4 Re8",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.cxd5 exd5 11.a4 Re8 *
E58,"Nimzo-Indian:/gMain Line, 9.bxc3 Qc7 10.cxd5 exd5 11.Nh4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 Qc7 10.cxd5 exd5 11.Nh4 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.a4",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.a4 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Qe2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Qe2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Qc2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Qc2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bb2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bb2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Be2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Be2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bb5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bb5 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Ba2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Ba2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Ba2 e5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Ba2 e5 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2 Re8",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2 Re8 *
E59,"Nimzo-Indian:/gMain Line, 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2 Re8 13.de5",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Nf3 d5 6.Bd3 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 Qc7 11.Bd3 e5 12.Qc2 Re8 13.dxe5 *
E60a,"King's/gIndian",1.d4 Nf6 2.c4 g6 *
E60a,"King's/gIndian: Mengarini Attack",1.d4 Nf6 2.c4 g6 3.Qc2 *
E60b,"King's/gIndian: 3.Bg5",1.d4 Nf6 2.c4 g6 3.Bg5 *
E60c,"King's/gIndian: 3.d5",1.d4 Nf6 2.c4 g6 3.d5 *
E60c,"King's/gIndian: 3.d5, Danube/Adorjan Gambit",1.d4 Nf6 2.c4 g6 3.d5 b5 *
E60d,"King's/gIndian: 3.f3",1.d4 Nf6 2.c4 g6 3.f3 *
E60e,"King's/gIndian: 3.g3",1.d4 Nf6 2.c4 g6 3.g3 *
E60e,"King's/gIndian: 3.g3",1.d4 Nf6 2.c4 g6 3.g3 Bg7 *
E60e,"King's/gIndian: 3.g3",1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 *
E60e,"King's/gIndian: 3.g3",1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 O-O *
E60f,"King's/gIndian: 3.Nf3",1.d4 Nf6 2.c4 g6 3.Nf3 *
E60f,"King's/gIndian: 3.Nf3 d6",1.d4 Nf6 2.c4 g6 3.Nf3 d6 *
E60g,"King's/gIndian: 3.Nf3 Bg7",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 *
E60h,"King's/gIndian: b3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 *
E60h,"King's/gIndian: b3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 O-O 5.Bb2 *
E60h,"King's/gIndian: b3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 d6 5.Bb2 *
E60h,"King's/gIndian: b3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 d6 5.Bb2 O-O *
E60h,"King's/gIndian: b3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 d6 5.Bb2 O-O 6.e3 *
E60i,"King's/gIndian: b3+g3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 d6 5.Bb2 O-O 6.g3 *
E60i,"King's/gIndian: b3+g3 System",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.b3 d6 5.Bb2 O-O 6.g3 c5 7.Bg2 Nc6 8.O-O *
E60j,"King's/gIndian: Fianchetto",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 *
E60j,"King's/gIndian: Fianchetto",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O *
E60k,"King's/gIndian: Fianchetto without Nc3",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 *
E60k,"King's/gIndian: Fianchetto without Nc3",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 *
E60k,"King's/gIndian: Fianchetto without Nc3",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O *
E60l,"King's/gIndian: Fianchetto, Yugoslav without Nc3",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O c5 *
E60l,"King's/gIndian: Fianchetto, Yugoslav without Nc3, 7.dxc5",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O c5 7.dxc5 *
E60m,"King's/gIndian: Fianchetto without Nc3, 6...c6",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O c6 *
E60n,"King's/gIndian: Fianchetto without Nc3, 6...Nc6",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nc6 *
E60o,"King's/gIndian: Fianchetto without Nc3, 6...Nbd7",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nbd7 *
E60p,"King's/gIndian: Fianchetto without Nc3, 6...Nbd7 7.Qc2",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nbd7 7.Qc2 *
E60q,"King's/gIndian: Fianchetto without Nc3, 6...Nbd7 7.Qc2 e5",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nbd7 7.Qc2 e5 *
E60r,"King's/gIndian: Fianchetto without Nc3, 6...Nbd7 7.Qc2 e5 8.Rd1 Re8",1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nbd7 7.Qc2 e5 8.Rd1 Re8 *
E61a,"King's/gIndian: 3.Nc3",1.d4 Nf6 2.c4 g6 3.Nc3 *
E61a,"King's/gIndian: 3.Nc3 c5",1.d4 Nf6 2.c4 g6 3.Nc3 c5 *
E61a,"King's/gIndian: 3.Nc3 c6",1.d4 Nf6 2.c4 g6 3.Nc3 c6 *
E61a,"King's/gIndian: 3.Nc3 d6",1.d4 Nf6 2.c4 g6 3.Nc3 d6 *
E61b,"King's/gIndian: 3.Nc3 Bg7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 *
E61b,"King's/gIndian: 4.Bf4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bf4 *
E61c,"King's/gIndian: 4.Bg5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bg5 *
E61d,"King's/gIndian: 4.Bg5 O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bg5 O-O *
E61e,"King's/gIndian: 4.Bg5 O-O 5.e3 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bg5 O-O 5.e3 d6 *
E61f,"King's/gIndian: 4.g3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 *
E61f,"King's/gIndian: 4.g3 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 d6 *
E61f,"King's/gIndian: 4.g3 d6 5.Bg2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 d6 5.Bg2 *
E61g,"King's/gIndian: 4.g3 O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O *
E61g,"King's/gIndian: 4.g3 O-O 5.Bg2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O 5.Bg2 *
E61g,"King's/gIndian: 4.g3 O-O 5.Bg2 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O 5.Bg2 d6 *
E61h,"King's/gIndian: Fianchetto, Flohr Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O 5.Bg2 d6 6.e3 *
E61i,"King's/gIndian: 4.Nf3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 *
E61i,"King's/gIndian: 4.Nf3 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 *
E61i,"King's/gIndian: 4.Nf3 d6 5.e3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.e3 *
E61j,"King's/gIndian: Smyslov System",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.Bg5 *
E61j,"King's/gIndian: Smyslov System",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.Bg5 h6 *
E61k,"King's/gIndian: 4.Nf3 O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O *
E61l,"King's/gIndian: 4.Nf3 O-O 5.g3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.g3 *
E61m,"King's/gIndian: 4.Nf3 O-O 5.e3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.e3 *
E61m,"King's/gIndian: 4.Nf3 O-O 5.e3 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.e3 d6 *
E61n,"King's/gIndian: 4.Nf3 O-O 5.e3 d6 6.Be2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.e3 d6 6.Be2 *
E61o,"King's/gIndian: 4.Nf3 O-O 5.e3 d6 6.Be2 c5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.e3 d6 6.Be2 c5 *
E61o,"King's/gIndian: 4.Nf3 O-O 5.e3 d6 6.Be2 c5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.e3 d6 6.Be2 c5 7.O-O *
E61p,"King's/gIndian: 4.Nf3 O-O 5.Bf4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bf4 *
E61q,"King's/gIndian: 4.Nf3 O-O 5.Bf4 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bf4 d6 *
E61q,"King's/gIndian: 4.Nf3 d6 5.Bf4 d6 6.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bf4 d6 6.h3 *
E61r,"King's/gIndian: 4.Nf3 d6 5.Bf4 d6 6.e3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bf4 d6 6.e3 *
E61s,"King's/gIndian: Smyslov System",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 *
E61t,"King's/gIndian: Smyslov System, 5...c5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 c5 *
E61t,"King's/gIndian: Smyslov System, 5...c5 6.e3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 c5 6.e3 *
E61u,"King's/gIndian: Smyslov System, 5...d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 *
E61v,"King's/gIndian: Smyslov System, 6.e3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 *
E61w,"King's/gIndian: Smyslov System, 6.e3 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 c6 *
E61x,"King's/gIndian: Smyslov System, 6.e3 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 c5 *
E61y,"King's/gIndian: Smyslov System, 5...O-O 6.e3 Nbd7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 Nbd7 *
E61y,"King's/gIndian: Smyslov System, 5...O-O 6.e3 Nbd7 7.Be2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 Nbd7 7.Be2 *
E61z,"King's/gIndian: Smyslov System, 5...O-O 6.e3 Nbd7 7.Be2 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 Nbd7 7.Be2 c6 *
E61z,"King's/gIndian: Smyslov System, 5...O-O 6.e3 Nbd7 7.Be2 c6 8.O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.Bg5 d6 6.e3 Nbd7 7.Be2 c6 8.O-O *
E62a,"King's/gIndian: Fianchetto Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 *
E62a,"King's/gIndian: Fianchetto Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O *
E62b,"King's/gIndian: Fianchetto Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 *
E62c,"King's/gIndian: Fianchetto, 6...c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 *
E62d,"King's/gIndian: Fianchetto, 6...c6 7.O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O *
E62e,"King's/gIndian: Fianchetto, 6...c6 7.O-O a6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O a6 *
E62f,"King's/gIndian: Fianchetto, Larsen System",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Bf5 *
E62g,"King's/gIndian: Fianchetto, Larsen System, 8.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Bf5 8.b3 *
E62h,"King's/gIndian: Fianchetto, Kavalek/Bronstein Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5 *
E62i,"King's/gIndian: Fianchetto, Kavalek/Bronstein, 8.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5 8.h3 *
E62j,"King's/gIndian: Fianchetto, Kavalek/Bronstein, 8.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5 8.e4 *
E62k,"King's/gIndian: Fianchetto, Kavalek/Bronstein, 8.e4 Bg4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5 8.e4 Bg4 *
E62l,"King's/gIndian: Fianchetto, 6...Nc6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 *
E62m,"King's/gIndian: Fianchetto, 6...Nc6 7.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.d5 *
E62n,"King's/gIndian: Fianchetto, 6...Nc6 7.O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O *
E62o,"King's/gIndian: Fianchetto, 6...Nc6 7.O-O Rb8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Rb8 *
E62p,"King's/gIndian: Fianchetto, Spassky Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bf5 *
E62q,"King's/gIndian: Fianchetto, Spassky, 8.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bf5 8.d5 *
E62r,"King's/gIndian: Fianchetto, Simagin Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bg4 *
